"Id","quantity"
36260,3.94143941184908
156272,5.32249608541941
155140,6.36114541770415
504947,6.32884006836517
65461,2.31497073218287
307052,24.133447600659
154282,2.32716971540765
457795,21.4473543334843
269840,2.99042617569046
410869,2.07696583654703
285965,10.8803807910438
196540,9.08092925752121
436618,8.52801639575025
298427,4.06047166355675
15958,5.34669952944663
285045,3.81487281393616
492394,27.9150182946523
10458,2.73354795775083
13278,9.60926992807179
185206,2.57100870979668
72496,1.94752192036545
362868,5.32820142702542
219876,2.68421001600277
200999,2.92269028710323
66662,12.6330763702117
301760,3.31291158986558
453668,1.2772977648421
95867,1.99932083086327
473835,6.35062860899425
62221,0.938982866172562
298410,1.37012040829627
306853,3.72823863649909
283970,7.79763139007561
163787,3.16025210075369
103645,2.29244227048425
487788,2.53075870244902
207595,29.1647154175362
291080,1.5931472112629
215524,1.14533060032118
241438,10.092648555073
163077,1.41834491664356
30910,26.5527106450227
87375,3.22933797539863
354279,1.72309696628202
195068,5.82683013952564
63648,3.48290019708035
179464,3.24822404953676
133459,4.22016824842281
452939,1.07153615546255
437827,55.8929576572454
88914,1.94658549203325
458626,3.57599026635914
89787,11.4784116537446
174010,5.48132362871565
422309,17.948058239478
293808,2.25261138791983
155766,1.66028725250737
319432,4.11695543039034
425955,1.00227403652892
444569,1.79018552105209
72037,2.71209173200718
445719,1.84143549956983
414892,14.6363101681802
394313,24.6928931089124
470376,2.82702716422266
369665,3.42932263486568
179919,2.72821961548352
365636,1.15812609312051
405779,4.03988247820783
224639,2.37196133104731
299324,2.97329654606484
479819,3.1148335904834
437537,2.34994634271878
189401,5.26370279092307
99058,5.15886003592617
441057,4.47399861167389
265791,1.29092403352687
461197,0.959233153571124
423383,3.18284454142451
36688,3.18010025586316
108525,3.96600637565515
144835,4.2470074057913
96591,1.92240348514442
174383,2.18603566522538
411305,10.8103763201331
199514,2.79640926220565
283472,13.9712672920695
340263,6.30865007191919
324911,4.05832505176466
387843,7.34350873941518
209509,4.91906357458402
337730,2.88007424308565
198501,15.9264974209797
214822,3.23449210081279
288448,2.41044197374767
245263,2.24744984035945
300060,2.26381355425725
208128,39.5452761834287
35987,67.5635049959685
403508,4.56467840316908
196857,1.83221124684811
177364,3.64637314714553
28023,18.2106926052384
465100,2.35263562145683
527308,15.467131411439
317592,2.04181112131207
99999,1.63616147540281
501028,76.2686448637199
393613,10.7583369984191
139674,2.5882986604772
112622,3.42159499637285
415209,4.17733516323926
138202,4.90025588711387
237945,1.66474891855235
250844,176.963359865991
12938,1.45134711505453
448108,4.19847726999849
493769,3.05551486287271
18156,2.32066524213069
344692,5.44856956553573
321089,13.9800835686663
264579,1.71168878312871
181732,5.561524034518
241872,3.75210410568883
32700,2.64401689329968
139055,3.36086545786994
299912,2.84540106287222
436894,20.6043227347464
382500,2.75904895657913
181300,1.85588180131999
373129,2.61143569326706
451852,6.3455986968281
281992,15.1423348839926
465400,4.89177378356775
42,2.10499189042574
159679,2.9097963941045
236349,3.02562990182119
44879,2.78337556946581
39170,1.71892439693249
407156,1.89671419833156
120757,1.18685730139401
296264,1.73165725443618
380496,2.52506204065996
191991,3.72044776134859
233231,49.9676472882136
310963,2.10207210834497
104860,8.15257829590191
71554,1.21575790549593
263162,1.31234302431476
502675,4.68945191765533
408086,2.11661428842392
355510,2.01372886816038
300215,5.38256148185569
516677,1.87811868086677
266583,5.19525436749228
177666,1.1563682467724
242459,9.03673884706335
152828,47.0787458878257
69056,10.23222807121
240023,1.11185301408181
194771,4.60195993752184
332856,7.33771702272751
494329,2.83726994432182
205742,17.4921467123773
414010,143.465955479767
474338,1.66772568374378
262467,1.91232427763327
469382,3.98445372486948
310312,5.3880685481146
257341,5.99912943535108
77461,41.4953779705383
293223,1.49036342202846
257710,3.74496371432145
309507,6.77389729187044
479675,1.79707585427267
127478,1.68276516403175
27586,1.53656098519713
349334,2.70825542227989
384063,1.39368757119311
56941,1.58510466763203
293976,6.23565269072453
484980,3.271948863847
351230,3.22101521970361
161390,6.98041629988598
432581,8.6394643711699
527358,13.2984736132014
154793,9.48583158564128
494281,10.3704355886486
116715,225.64266667817
319976,8.43346516197308
499415,7.0822199642212
396091,10.845429147826
490043,5.0005216516895
226099,5.66491179261251
421759,5.66822271051681
50998,15.0260022619585
36980,17.8557296689213
11580,2.23106853471543
351037,3.93721227363929
142358,2.74769569616666
420725,5.14198996046336
