"Id","quantity"
36260,3.9405688076184
156272,4.78305163041289
155140,8.5402479286318
504947,5.11264651226718
65461,1.76417575005989
307052,19.0736662521289
154282,1.34396444026427
457795,26.8716870329138
269840,2.89348244041291
410869,1.91187287586081
285965,10.3323343379976
196540,8.77736754844432
436618,11.7498731764717
298427,4.92922555474221
15958,8.21501768537823
285045,4.05343476766946
492394,28.6879416543587
10458,1.99995592225514
13278,12.7125118727182
185206,3.07081075817471
72496,1.67944833132127
362868,5.42081174222895
219876,2.54129183306442
200999,4.11264473462831
66662,12.135076800167
301760,2.97639876148543
453668,1.53070878486576
95867,2.4845650090015
473835,5.34887025133941
62221,0.983740209162849
298410,1.44075658965888
306853,4.56913320360505
283970,13.1807115768107
163787,2.30330267630382
103645,2.17712423336461
487788,1.89534232619636
207595,27.9735902371239
291080,1.44262837805163
215524,1.22775695540856
241438,9.66108345349653
163077,1.89799717198873
30910,28.9554318302809
87375,5.14880649790828
354279,2.21709178538702
195068,5.98888087276987
63648,3.02845873631627
179464,5.43966571526024
133459,4.74512282359043
452939,1.05031414191112
437827,146.674925189117
88914,1.86423165659154
458626,1.76977824146853
89787,11.9641148713552
174010,4.23272934995031
422309,25.7406279842827
293808,2.23150551165694
155766,1.97308603235543
319432,5.1357900811009
425955,1.03128795771658
444569,2.58154366235377
72037,1.83585623000097
445719,2.11475318199844
414892,10.9346356528988
394313,20.0855299269935
470376,2.36579161402971
369665,1.99039579078613
179919,2.47509041323859
365636,1.13390101296036
405779,4.09182142084238
224639,3.29899953232633
299324,4.52268863612245
479819,3.05777091390525
437537,2.09522170681312
189401,4.91678712861582
99058,5.59020111369863
441057,4.88947718707239
265791,1.62382185608221
461197,0.877491947014697
423383,2.91457836341469
36688,2.97977083661829
108525,5.12414424523572
144835,7.33581343053491
96591,2.99691791246759
174383,2.15784028924614
411305,11.7352864314407
199514,3.04616459785478
283472,11.4565079098531
340263,10.3555448711589
324911,3.5751672704621
387843,8.653884651193
209509,3.6056922841716
337730,2.36115652841801
198501,10.7612246081675
214822,1.94350779806298
288448,1.8378072125914
245263,1.77396201780491
300060,2.13318524617142
208128,30.9630039216228
35987,76.5079805388306
403508,4.25975709223564
196857,2.69480998513317
177364,5.52090530174301
28023,15.8873613007704
465100,1.73748250837669
527308,15.386393316533
317592,1.29303350677454
99999,1.17811326498956
501028,121.359393383042
393613,12.520982573166
139674,1.28190688264877
112622,3.44578190664497
415209,3.03826840023888
138202,3.27787431132107
237945,1.09240948799039
250844,125.73103053484
12938,1.68954013829885
448108,2.35826222004942
493769,3.50684976381038
18156,3.07344258807163
344692,3.79982528766375
321089,7.33614003195302
264579,1.82400351503111
181732,7.57948875201789
241872,2.21892749572983
32700,1.98184187110673
139055,2.92708736473415
299912,2.22150063849277
436894,49.1377326520272
382500,2.33523371822421
181300,1.76494243064049
373129,2.70019089336537
451852,5.68515543979849
281992,14.1852080709263
465400,5.32899311464597
42,3.03598396304947
159679,1.99585203753915
236349,3.36445370778953
44879,2.56723177581995
39170,1.25082283731022
407156,1.46114530679903
120757,1.32216386960429
296264,1.4167849544819
380496,2.21915637251432
191991,5.46716854750252
